+---------------------+------------+------+------+
| upload_time         | visitor_id | xoff | w    |
| 2015-04-05 21:22:39 |         -1 |  380 |  260 |
| 2015-04-05 21:22:43 |         -1 |  380 |  240 |
| 2015-04-05 21:22:50 |         -1 |  220 |  260 |
| 2015-04-05 21:22:52 |         -1 |  240 |  240 |
| 2015-04-05 21:22:54 |         -1 |  220 |  260 |
| 2015-04-05 21:22:57 |         -1 |  240 |  260 |
| 2015-04-05 21:22:59 |         -1 |  240 |  280 |
| 2015-04-05 21:23:01 |         -1 |  220 |  280 |
| 2015-04-05 21:23:04 |         -1 |  240 |  260 |
| 2015-04-05 21:23:06 |         -1 |  220 |  260 |
| 2015-04-05 21:23:08 |         -1 |  220 |  260 |
| 2015-04-05 21:23:11 |         -1 |  220 |  260 |
| 2015-04-05 21:23:13 |         -1 |  220 |  260 |
| 2015-04-05 21:23:15 |         -1 |  240 |  280 |
| 2015-04-05 21:23:18 |         -1 |  240 |  260 |
| 2015-04-05 21:23:20 |         -1 |  200 |  260 |
| 2015-04-05 21:23:22 |         -1 |  200 |  260 |
| 2015-04-05 21:23:25 |         -1 |  220 |  260 |
| 2015-04-05 21:23:27 |         -1 |  200 |  260 |
| 2015-04-05 21:23:29 |         -1 |  220 |  260 |
| 2015-04-05 21:23:31 |         -1 |  220 |  260 |
| 2015-04-05 21:23:34 |         -1 |  220 |  260 |
| 2015-04-05 21:23:36 |         -1 |  220 |  260 |
| 2015-04-05 21:23:38 |         -1 |  220 |  240 |
| 2015-04-05 21:23:41 |         -1 |  220 |  240 |
| 2015-04-05 21:23:43 |         -1 |  220 |  260 |
| 2015-04-05 21:23:45 |         -1 |  220 |  260 |
| 2015-04-05 21:23:48 |         -1 |  220 |  240 |
| 2015-04-05 21:23:50 |         -1 |  240 |  240 |
| 2015-04-05 21:23:52 |         -1 |  220 |  260 |
| 2015-04-05 21:23:55 |         -1 |  220 |  260 |
| 2015-04-05 21:23:57 |         -1 |  220 |  260 |
| 2015-04-05 21:23:59 |         -1 |  240 |  260 |
| 2015-04-05 21:24:01 |         -1 |  220 |  260 |
| 2015-04-05 21:24:04 |         -1 |  220 |  260 |
| 2015-04-05 21:24:06 |         -1 |  220 |  260 |
| 2015-04-05 21:24:08 |         -1 |  220 |  260 |
| 2015-04-05 21:24:11 |         -1 |  220 |  260 |
| 2015-04-05 21:24:13 |         -1 |  220 |  260 |
| 2015-04-05 21:24:15 |         -1 |  200 |  260 |
| 2015-04-05 21:24:18 |         -1 |  200 |  260 |
| 2015-04-05 21:24:20 |         -1 |  200 |  260 |
| 2015-04-05 21:24:22 |         -1 |  200 |  280 |
| 2015-04-05 21:24:24 |         -1 |  200 |  260 |
| 2015-04-05 21:24:27 |         -1 |  200 |  280 |
| 2015-04-05 21:24:29 |         -1 |  200 |  260 |
| 2015-04-05 21:24:32 |         -1 |  200 |  280 |
| 2015-04-05 21:24:34 |         -1 |  200 |  280 |
| 2015-04-05 21:24:36 |         -1 |  180 |  300 |
| 2015-04-05 21:24:38 |         -1 |  200 |  280 |
| 2015-04-05 21:24:41 |         -1 |  200 |  280 |
| 2015-04-05 21:24:43 |         -1 |  200 |  260 |
| 2015-04-05 21:24:45 |         -1 |  220 |  260 |
| 2015-04-05 21:24:47 |         -1 |  200 |  260 |
| 2015-04-05 21:24:50 |         -1 |  200 |  280 |
| 2015-04-05 21:24:52 |         -1 |  200 |  280 |
| 2015-04-05 21:24:54 |         -1 |  200 |  260 |
| 2015-04-05 21:24:57 |         -1 |  200 |  260 |
| 2015-04-05 21:24:59 |         -1 |  220 |  260 |
| 2015-04-05 21:25:01 |         -1 |  220 |  240 |
| 2015-04-05 21:25:03 |         -1 |  220 |  260 |
| 2015-04-05 21:25:06 |         -1 |  220 |  260 |
| 2015-04-05 21:25:08 |         -1 |  200 |  260 |
| 2015-04-05 21:25:10 |         -1 |  220 |  240 |
| 2015-04-05 21:25:13 |         -1 |  220 |  260 |
| 2015-04-05 21:25:15 |         -1 |  200 |  260 |
| 2015-04-05 21:25:17 |         -1 |  180 |  240 |
| 2015-04-05 21:25:20 |         -1 |  140 |  260 |
| 2015-04-05 21:25:22 |         -1 |  180 |  240 |
| 2015-04-05 21:25:26 |         -1 |  260 |  280 |
| 2015-04-05 21:25:29 |         -1 |  240 |  260 |
| 2015-04-05 21:25:31 |         -1 |  260 |  240 |
| 2015-04-05 21:25:33 |         -1 |  240 |  280 |
| 2015-04-05 21:25:36 |         -1 |  240 |  260 |
| 2015-04-05 21:25:38 |         -1 |  220 |  260 |
| 2015-04-05 21:25:40 |         -1 |  220 |  260 |
| 2015-04-05 21:25:43 |         -1 |  240 |  260 |
| 2015-04-05 21:25:45 |         -1 |  240 |  260 |
| 2015-04-05 21:26:31 |         45 |  340 |  180 |
| 2015-04-05 21:26:33 |         45 |  240 |  180 |
| 2015-04-05 21:26:35 |         -1 |  320 |  180 |
| 2015-04-05 21:26:38 |         -1 |  220 |  180 |
| 2015-04-05 21:26:40 |         -1 |  220 |  180 |
| 2015-04-05 21:26:42 |         -1 |  220 |  180 |
| 2015-04-05 21:26:45 |         -1 |  220 |  180 |
| 2015-04-05 21:26:47 |         -1 |  240 |  180 |
| 2015-04-05 21:26:49 |         -1 |  220 |  180 |
| 2015-04-05 21:26:52 |         -1 |  220 |  200 |
| 2015-04-05 21:26:54 |         -1 |  220 |  180 |
| 2015-04-05 21:26:56 |         -1 |  220 |  200 |
| 2015-04-05 21:26:59 |         -1 |  220 |  180 |
| 2015-04-05 21:27:01 |         -1 |  240 |  180 |
| 2015-04-05 21:27:03 |         -1 |  240 |  180 |
| 2015-04-05 21:27:06 |         -1 |  220 |  180 |
| 2015-04-05 21:27:08 |         -1 |  240 |  180 |
| 2015-04-05 21:27:10 |         -1 |  240 |  180 |
| 2015-04-05 21:27:12 |         -1 |  220 |  200 |
| 2015-04-05 21:27:15 |         -1 |  220 |  180 |
| 2015-04-05 21:27:17 |         -1 |  260 |  180 |
| 2015-04-05 21:27:19 |         46 |  220 |  180 |
| 2015-04-05 21:27:22 |         46 |  200 |  160 |
| 2015-04-05 21:27:24 |         -1 |  200 |  180 |
| 2015-04-05 21:27:26 |         -1 |  220 |  180 |
| 2015-04-05 21:27:29 |         46 |  300 |  140 |
| 2015-04-05 21:27:31 |         46 |  320 |  120 |
| 2015-04-05 21:27:42 |         46 |  280 |  140 |
| 2015-04-05 21:27:44 |         -1 |  220 |  180 |
| 2015-04-05 21:28:16 |         -1 |   60 |  140 |
| 2015-04-05 21:28:23 |         47 |  220 |  140 |
| 2015-04-05 21:28:32 |         47 |  320 |  140 |
| 2015-04-05 21:28:44 |         47 |   60 |   20 |
| 2015-04-05 21:29:12 |         47 |  260 |  160 |
| 2015-04-05 21:29:15 |         47 |  260 |  160 |
| 2015-04-05 21:29:17 |         47 |  260 |  180 |
| 2015-04-05 21:29:19 |         47 |  260 |  180 |
| 2015-04-05 21:29:22 |         47 |  240 |  180 |
| 2015-04-05 21:29:24 |         -1 |  240 |  180 |
| 2015-04-05 21:30:38 |         48 |  380 |   40 |
| 2015-04-05 21:30:58 |         48 |  260 |   80 |
| 2015-04-05 21:31:00 |         48 |  260 |  160 |
| 2015-04-05 21:32:15 |         49 |  160 |   60 |
| 2015-04-05 21:32:18 |         49 |  480 |   60 |
| 2015-04-05 21:32:42 |         -1 |  520 |  100 |
| 2015-04-05 21:34:13 |         50 |  320 |   60 |
| 2015-04-05 21:34:15 |         -1 |  500 |  100 |
| 2015-04-05 21:34:15 |         50 |  160 |  100 |
| 2015-04-05 21:34:20 |         -1 |  200 |  240 |
| 2015-04-05 21:34:22 |         -1 |  200 |  220 |
| 2015-04-05 21:34:27 |         -1 |  240 |  200 |
| 2015-04-05 21:34:29 |         -1 |  220 |  200 |
| 2015-04-05 21:34:31 |         -1 |  240 |  200 |
| 2015-04-05 21:34:40 |         -1 |  220 |  180 |
| 2015-04-05 21:34:42 |         -1 |  260 |  180 |
| 2015-04-05 21:34:44 |         -1 |  260 |  200 |
| 2015-04-05 21:34:47 |         -1 |  280 |  220 |
| 2015-04-05 21:34:51 |         -1 |  220 |  200 |
| 2015-04-05 21:34:53 |         -1 |  220 |  200 |
| 2015-04-05 21:34:56 |         -1 |  220 |  200 |
| 2015-04-05 21:35:24 |         51 |  200 |  160 |
| 2015-04-05 21:35:44 |         -1 |   60 |  100 |
| 2015-04-05 21:35:46 |         -1 |   60 |  100 |
| 2015-04-05 21:35:55 |         -1 |   60 |  100 |
| 2015-04-05 21:36:06 |         -1 |   60 |  120 |
| 2015-04-05 21:37:02 |         52 |  480 |   60 |
| 2015-04-05 21:37:03 |         52 |  260 |  100 |
| 2015-04-05 21:39:33 |         53 |   20 |  140 |
| 2015-04-05 21:40:28 |         54 |  100 |   60 |
| 2015-04-05 21:40:35 |         54 |  180 |  120 |
| 2015-04-05 21:40:37 |         54 |  340 |  160 |
| 2015-04-05 21:40:39 |         54 |  320 |  160 |
| 2015-04-05 21:40:42 |         54 |  300 |  160 |
| 2015-04-05 21:40:44 |         -1 |  200 |  200 |
| 2015-04-05 21:40:49 |         54 |  320 |  180 |
| 2015-04-05 21:40:53 |         54 |  320 |  180 |
| 2015-04-05 21:40:56 |         54 |  540 |   80 |
| 2015-04-05 21:41:00 |         54 |  300 |  160 |
| 2015-04-05 21:41:16 |         -1 |  200 |  200 |
| 2015-04-05 21:42:11 |         55 |  540 |  100 |
| 2015-04-05 21:43:27 |         -1 |  540 |  100 |
| 2015-04-05 21:43:56 |         56 |  360 |  120 |
| 2015-04-05 21:45:17 |         57 |  320 |  120 |
| 2015-04-05 21:45:19 |         -1 |  240 |  180 |
| 2015-04-05 21:45:21 |         -1 |  240 |  180 |
| 2015-04-05 21:45:29 |         -1 |  160 |  180 |
| 2015-04-05 21:45:33 |         -1 |  200 |  200 |
| 2015-04-05 21:45:36 |         -1 |  200 |  200 |
| 2015-04-05 21:45:38 |         -1 |  200 |  200 |
| 2015-04-05 21:45:40 |         -1 |  200 |  200 |
| 2015-04-05 21:45:43 |         -1 |  200 |  180 |
| 2015-04-05 21:45:45 |         -1 |  200 |  200 |
| 2015-04-05 21:45:47 |         -1 |  200 |  200 |
| 2015-04-05 21:45:50 |         -1 |  200 |  200 |
| 2015-04-05 21:45:52 |         -1 |  200 |  200 |
| 2015-04-05 21:45:54 |         -1 |  200 |  200 |
| 2015-04-05 21:45:57 |         -1 |  200 |  200 |
| 2015-04-05 21:45:59 |         -1 |  200 |  200 |
| 2015-04-05 21:46:02 |         -1 |  200 |  200 |
| 2015-04-05 21:46:04 |         -1 |  200 |  200 |
| 2015-04-05 21:46:06 |         -1 |  200 |  200 |
| 2015-04-05 21:46:09 |         -1 |  200 |  200 |
| 2015-04-05 21:46:11 |         -1 |  220 |  180 |
| 2015-04-05 21:46:13 |         -1 |  220 |  180 |
| 2015-04-05 21:46:16 |         -1 |  200 |  200 |
| 2015-04-05 21:46:18 |         -1 |  220 |  200 |
| 2015-04-05 21:46:21 |         -1 |  220 |  180 |
| 2015-04-05 21:46:23 |         -1 |  200 |  200 |
| 2015-04-05 21:46:25 |         -1 |  200 |  200 |
| 2015-04-05 21:46:28 |         -1 |  200 |  200 |
| 2015-04-05 21:46:30 |         -1 |  220 |  200 |
| 2015-04-05 21:46:32 |         -1 |  200 |  200 |
| 2015-04-05 21:46:35 |         -1 |  200 |  200 |
| 2015-04-05 21:46:37 |         -1 |  180 |  200 |
| 2015-04-05 21:46:40 |         58 |  220 |  180 |
| 2015-04-05 21:46:42 |         -1 |  220 |  200 |
| 2015-04-05 21:46:44 |         -1 |  200 |  200 |
| 2015-04-05 21:46:47 |         -1 |  200 |  200 |
| 2015-04-05 21:46:49 |         -1 |  200 |  200 |
| 2015-04-05 21:46:52 |         -1 |  180 |  200 |
| 2015-04-05 21:46:54 |         -1 |  200 |  200 |
| 2015-04-05 21:46:56 |         -1 |  200 |  200 |
| 2015-04-05 21:46:59 |         -1 |  200 |  200 |
| 2015-04-05 21:47:01 |         -1 |  200 |  200 |
| 2015-04-05 21:47:04 |         -1 |  200 |  200 |
| 2015-04-05 21:47:06 |         -1 |  200 |  220 |
| 2015-04-05 21:47:08 |         -1 |  200 |  200 |
| 2015-04-05 21:47:11 |         -1 |  220 |  200 |
| 2015-04-05 21:47:13 |         -1 |  200 |  200 |
| 2015-04-05 21:47:16 |         -1 |  240 |  200 |
| 2015-04-05 21:47:18 |         59 |  240 |  180 |
| 2015-04-05 21:47:20 |         -1 |  120 |  180 |
| 2015-04-05 21:47:43 |         59 |   20 |  120 |
| 2015-04-05 21:47:45 |         59 |  100 |  100 |
| 2015-04-05 21:47:47 |         59 |   80 |  100 |
| 2015-04-05 21:47:50 |         59 |  100 |  100 |
| 2015-04-05 21:47:52 |         59 |  100 |  100 |
| 2015-04-05 21:47:59 |         -1 |  200 |  220 |
| 2015-04-05 21:49:21 |         60 |  260 |  120 |
| 2015-04-05 21:52:25 |         61 |  480 |   60 |
| 2015-04-05 21:52:27 |         61 |  380 |   60 |
| 2015-04-05 21:52:36 |         61 |  320 |   60 |
| 2015-04-05 21:52:39 |         61 |  160 |   80 |
| 2015-04-05 21:52:41 |         61 |  100 |  120 |
| 2015-04-05 21:52:43 |         61 |  120 |  120 |
| 2015-04-05 21:52:46 |         61 |  100 |  140 |
| 2015-04-05 21:52:48 |         61 |  100 |  120 |
| 2015-04-05 21:52:53 |         61 |  100 |  140 |
| 2015-04-05 21:53:21 |         61 |   80 |  100 |
| 2015-04-05 21:53:22 |         -1 |  500 |  120 |
| 2015-04-05 21:54:04 |         -1 |  360 |  180 |
| 2015-04-05 21:54:06 |         -1 |  240 |  200 |
| 2015-04-05 21:54:08 |         -1 |  240 |  200 |
| 2015-04-05 21:54:11 |         -1 |  240 |  200 |
| 2015-04-05 21:54:13 |         -1 |  240 |  200 |
| 2015-04-05 21:54:15 |         -1 |  240 |  200 |
| 2015-04-05 21:54:17 |         -1 |  240 |  200 |
| 2015-04-05 21:54:20 |         -1 |  240 |  200 |
| 2015-04-05 21:54:22 |         -1 |  240 |  200 |
| 2015-04-05 21:54:24 |         -1 |  240 |  200 |
| 2015-04-05 21:54:27 |         -1 |  260 |  240 |
| 2015-04-05 21:54:29 |         -1 |  260 |  200 |
| 2015-04-05 21:54:31 |         -1 |  240 |  200 |
| 2015-04-05 21:54:33 |         -1 |  240 |  200 |
| 2015-04-05 21:54:36 |         -1 |  240 |  180 |
| 2015-04-05 21:54:38 |         -1 |  240 |  180 |
| 2015-04-05 21:54:40 |         -1 |  240 |  200 |
| 2015-04-05 21:54:43 |         -1 |  240 |  200 |
| 2015-04-05 21:54:45 |         -1 |  240 |  180 |
| 2015-04-05 21:54:47 |         -1 |  240 |  200 |
| 2015-04-05 21:54:50 |         -1 |  240 |  200 |
| 2015-04-05 21:54:52 |         -1 |  220 |  200 |
| 2015-04-05 21:54:55 |         -1 |  240 |  200 |
| 2015-04-05 21:54:57 |         -1 |  240 |  200 |
| 2015-04-05 21:54:59 |         -1 |  240 |  200 |
| 2015-04-05 21:55:01 |         -1 |  240 |  200 |
| 2015-04-05 21:55:04 |         -1 |  240 |  180 |
| 2015-04-05 21:55:06 |         -1 |  240 |  180 |
| 2015-04-05 21:55:08 |         -1 |  220 |  200 |
| 2015-04-05 21:55:11 |         -1 |  240 |  200 |
| 2015-04-05 21:55:13 |         -1 |  240 |  200 |
| 2015-04-05 21:55:15 |         -1 |  240 |  200 |
| 2015-04-05 21:55:18 |         -1 |  240 |  180 |
| 2015-04-05 21:55:20 |         -1 |  240 |  200 |
| 2015-04-05 21:55:22 |         -1 |  240 |  200 |
| 2015-04-05 21:55:25 |         -1 |  240 |  200 |
| 2015-04-05 21:55:27 |         -1 |  240 |  200 |
| 2015-04-05 21:55:29 |         -1 |  220 |  200 |
| 2015-04-05 21:55:32 |         -1 |  240 |  200 |
| 2015-04-05 21:55:34 |         -1 |  220 |  200 |
| 2015-04-05 21:55:36 |         -1 |  240 |  200 |
| 2015-04-05 21:55:39 |         -1 |  240 |  200 |
| 2015-04-05 21:55:41 |         -1 |  240 |  200 |
| 2015-04-05 21:55:43 |         -1 |  240 |  200 |
| 2015-04-05 21:55:46 |         -1 |  240 |  200 |
| 2015-04-05 21:55:48 |         -1 |  240 |  200 |
| 2015-04-05 21:55:50 |         -1 |  240 |  200 |
| 2015-04-05 21:55:53 |         -1 |  220 |  200 |
| 2015-04-05 21:55:55 |         -1 |  240 |  200 |
| 2015-04-05 21:55:57 |         -1 |  240 |  180 |
| 2015-04-05 21:56:00 |         -1 |  220 |  200 |
| 2015-04-05 21:56:02 |         -1 |  220 |  200 |
| 2015-04-05 21:56:04 |         -1 |  220 |  200 |
| 2015-04-05 21:56:07 |         -1 |  240 |  200 |
| 2015-04-05 21:56:09 |         -1 |  220 |  200 |
| 2015-04-05 21:56:11 |         -1 |  220 |  200 |
| 2015-04-05 21:56:14 |         -1 |  280 |  200 |
| 2015-04-05 21:56:16 |         -1 |  280 |  200 |
| 2015-04-05 21:56:18 |         -1 |  260 |  200 |
| 2015-04-05 21:56:21 |         -1 |  240 |  200 |
| 2015-04-05 21:56:23 |         -1 |  240 |  200 |
| 2015-04-05 21:56:25 |         -1 |  280 |  200 |
| 2015-04-05 21:57:09 |         62 |   80 |   40 |
| 2015-04-05 21:57:53 |         63 |  420 |  120 |
+---------------------+------------+------+------+
